s	scores
HG02613	[-0.38828188106705946,0.07575928128826287,0.0035886395166273254,0.012807861328205834,-0.00437334474971668,-0.0013474016040023987,-0.011164687840341468,0.050468885227601915,0.013343898726574915,0.10440992235252801,0.0025505713104219843,0.007450039332573481,-0.008308617303256228,0.020055319592239492,0.022457232028913404,0.003363939157372859,-0.0023763642405599974,0.01906929485677817,-0.014779198397477846,-0.001517208796467476]
HG02614	[-0.3810016931073754,0.0708020424922123,0.005824884139805846,0.004483586955852545,-4.13830374732398E-5,0.002593875742204612,-0.01042081694377661,0.04067412470394755,0.010365600036380736,0.10490426458600517,-0.00905382290886209,-0.0019006186071697348,-0.002711637993843091,0.016757829976381068,0.013437359190667462,-0.0051092156435309476,-0.00291518392968883,7.543290159560935E-4,-0.012587992057182633,0.016086612011890444]
HG02620	[-0.4007502962280416,0.09398224278839117,0.007263045880118549,0.005302369808785921,-8.90477034769165E-4,-0.0013728501581684997,-0.010555267695509676,0.044334969167119355,0.006098977107175385,0.10744804769284526,0.003763587242968793,-0.008378998450736596,0.0026363229074913203,0.010398704785430915,0.023507595619341903,0.0010110397512877653,-0.0076185895971886295,0.004315976832452251,0.0011604422102113696,-0.006997255299383894]
HG02621	[-0.40346084216486,0.09217834445835679,-0.0011750262865822053,-0.0039021587348318483,0.0029467751696885913,-0.010419913261917666,-0.005677811109909622,0.04299073261810584,0.008548240027059754,0.11117268722594724,-0.004084743766364467,-0.004538150150458922,0.00818792015626648,0.016933891536709017,0.026309548556027056,0.0048534388591868,-3.481822764247997E-5,0.008841464560245664,0.001815119010951042,0.006794890008804298]
HG02625	[-0.396479549868577,0.08560558409540875,0.007228855777588444,-6.511264101359611E-4,0.003608524056701273,-0.002711295206250972,-0.009641892007287564,0.04962293685783409,0.005452462569168714,0.13281263485252254,-0.006322575232286782,-0.00947659066407588,0.004272441094159621,0.015316949078991364,0.028927222429497412,0.004867534594374555,-0.011271237887136513,0.010810492500087343,-0.010672626632752445,-0.004496284410884942]
HG02628	[-0.3984475495531615,0.09021190600703037,0.00563335662616377,0.0023626908606420513,0.009598979305688012,-8.126910498688678E-4,0.001180538229943221,0.031019433034131683,0.0027602279620454113,0.11637178255498663,0.007240470468542021,-0.0034093231863811494,0.004151311716502476,0.024325176903289423,0.03546815313621724,0.0028161574582416375,-4.713804191627896E-6,0.0031836575992403174,-0.022238729620379444,-0.007666162917478062]
HG02629	[-0.40365441602080154,0.09015458080924689,0.0046869203040161315,0.00791799865645533,0.007584307340456204,-0.007984094776630537,-0.004254384087897121,0.03285060285827453,0.01897209581531213,0.12267283493377905,-0.0016139674470424736,-0.005011951673210245,0.013031717872287144,0.01672249851705685,0.029348870765556364,-0.0046622285494018175,0.005943305306792619,0.004404730370652509,0.006499355941596746,0.006783541961264822]
HG02634	[-0.4001666574383483,0.07773148000631612,0.0045202509210876055,0.005914782265738002,0.005925276977882834,0.005414584060858313,-0.014721469471920302,0.05072512272977909,0.017781319542004015,0.09525149898637056,-0.0012293018950414905,-0.009955030380559053,-0.005000311480989745,0.024808816714339352,0.029846400522911726,-1.473577309622261E-4,0.0026985669466861074,-3.221016656008073E-4,-0.010622384918102721,0.005032391226184519]
HG02635	[-0.39501930088148574,0.0879253285875811,0.0043678960052410745,0.001310869145987245,0.001434285874591744,-0.0020534724975050296,-0.014034815211784044,0.04666272938055712,0.008695129557279184,0.08899321884574311,-0.0025410299558017275,0.003740139742352283,-0.012075522595797642,0.018358497281687494,0.02523867529153846,-0.019921177778210678,0.005049946220813627,0.008114915170929028,-0.006408596333956433,1.2379970333358095E-4]
HG02642	[-0.3984251148491799,0.0815294798960967,-0.004264982647333065,-1.4752553872821793E-4,0.0018714926122129559,-0.0014272939872363951,-0.007990195172401814,0.04396533463341217,0.010518479605587147,0.10952066681075749,7.068257554505293E-4,-0.00789085797734325,0.0021970723754164492,0.03472818261542469,0.04385061600148031,0.014098818935355776,-0.007352522321032726,0.005774614277870482,-6.643831460504982E-4,0.005318946538172118]
HG02643	[-0.3938493146381095,0.08989074422707277,0.006194691172812092,7.143079761756685E-4,0.0025701794522446975,-0.00529655665022948,-0.01583071156130928,0.04795098113219275,-0.003351378181629493,0.10829373703604316,-0.002712938841093701,-0.015911756275542498,-0.006382565515099169,0.004533149705704499,0.02771977375440253,-0.0012803959423808027,-0.004014431934639774,0.011140436170196517,-0.009835571431637076,-0.006428610812065107]
HG02645	[-0.3960561760776626,0.09122401014110754,0.0054990274046537715,7.529915260996713E-4,0.007282753393897069,-0.0022986781587041346,0.0023942828831543576,0.046383314489054445,0.002835263969625257,0.12696885837134436,-0.006400329000789897,-0.005506738650828836,0.0021323322079304014,0.02676291476701134,0.0435546624389087,-0.004316768547305993,0.00807701999372193,0.00840019541062132,-0.008656272945413037,-0.010658618108157962]
HG02646	[-0.4038033449063542,0.08475118688077461,0.00580001323524766,0.002815716047220772,-0.0015057850514866478,-0.006804250814304684,-0.0069435171675626215,0.03931377876316287,0.011065936452585584,0.13229988670770787,-0.0050291200114649486,-0.009030283321634977,-0.0024830813081879533,0.02494082053319008,0.03557268348351077,0.007872225589984868,0.004706954794002005,0.011451670202452212,-0.01546805343276572,0.004565334127540325]
HG02648	[0.07617468414200573,-0.12777150933620163,-0.08612341537613542,-0.09427390205341969,0.022996921237416704,0.0028031653975736665,-0.0014420960775804296,8.671253062019563E-5,-0.05088609431160161,0.016325328410115143,0.004874579590663363,-0.007933145219091293,0.009020817111832129,-0.007895310887964977,0.018603904895528444,-0.010553674969205614,-0.009433857565266568,-0.0034723286112650414,-0.001230116867527685,0.004988003406123826]
HG02649	[0.08172233384059942,-0.13160975504756758,-0.0863897961983557,-0.09389054876411804,0.031398127888258014,0.0010272612175500594,-0.0063468233641623475,1.349040618928374E-4,-0.05096616027549705,0.0017162400580423326,0.011910824140205637,-0.00980907099703863,0.016991080669987387,-0.023462368594908335,0.021881582370473097,0.0016985699181774798,0.012600359316545986,-0.022691021743768084,-0.012825814997009945,0.009578284986611627]
HG02651	[0.08628114924980068,-0.11000804768769118,-0.10410050735804627,-0.11900879065004846,0.028202936925737932,-0.004087083697133995,0.006301079649872711,-0.0029088521502549534,-0.0171331769371895,-0.00649309056975235,0.00688554312823325,-0.01390716169601878,-0.003597887077468503,-0.014992328911214195,0.017773268903896782,-0.011897303113948746,0.007389713766166204,-0.01740133638802572,-0.0027275079005066433,-0.01828156943550165]
HG02652	[0.08632790500529791,-0.11678290417373846,-0.10280064842959784,-0.11049953957633823,0.02258887076901651,-0.008839343928297308,0.0016365264074301577,-0.0023993463425683857,-0.02181749605545961,0.002701598284472734,-0.0042707148472819,-0.016467614851158767,0.0021440750185512223,-0.010673546734398022,4.925384270485607E-4,-0.004416203332927976,0.0031704476512070695,0.0059487308152024005,-0.008585664165302926,-0.00858566694668601]
HG02654	[0.08051009754871777,-0.12870551542820582,-0.09505663456766694,-0.1025477959226151,0.027100429198921586,0.002255110283373595,-0.006616474299917907,-0.006682961366573138,-0.048743620240615314,0.005094781107960865,0.0053058109102354445,-0.01092510792603477,0.0012054010502677895,-0.013592177451790706,0.025618212347939727,-0.010031424920104483,-0.0012056715544421198,-0.023634421526585753,-0.0067758250720861835,-0.009203479793199288]
HG02655	[0.07378508612825914,-0.13326235557996957,-0.09169146293368367,-0.08781594272473918,0.027446419116794397,0.0012736034733908555,-0.016164948988651718,-0.002133136444449655,-0.035114694768536486,2.2672190688932306E-4,0.002098129158504127,-0.009307445530319975,0.0022864034401301925,-0.035177978251895024,0.020854304318286172,0.0036017394908043282,-0.017464570544147556,-0.016440851167943003,-0.013729257746143498,-0.0021055937449398097]
HG02657	[0.08742791481247732,-0.08899649581121524,-0.11789876894184038,-0.11862401165186635,0.024695605551777085,-0.007745757503471468,-8.823790762571403E-4,0.008038703156921548,0.003119377882422868,0.0062313913135102214,0.009820319516848277,-0.0035356041828593326,0.0036996764641716406,0.0029263598489627164,0.0028224005803290436,-0.006129204870736683,4.861702264464233E-4,-0.008423422315299692,-0.0056028361846216694,-1.2435729995000463E-4]
HG02658	[0.0829835889537508,-0.09148060461931212,-0.11216287981789061,-0.12267047102068275,0.02875558062069288,-0.003980279223611361,-0.00674057371527681,-6.317827239857712E-4,-0.01112653966260164,0.0038736812170403674,0.006192095334022249,0.010411632877043574,0.0036261085420922295,-0.016215421005267242,0.001644046080927988,-0.004708946983505866,0.003503210507493326,9.600904265886531E-4,-0.010256714365700931,0.013181291402599984]
HG02660	[0.08993922802094059,-0.10634438599458676,-0.10833526304300596,-0.11962099295260901,0.0298215912598839,-0.004613421331969577,0.007354321936755951,0.002303233553377365,-0.028351574727037983,0.0014328963380404014,0.007180849799434728,-0.0039736731850930455,-0.004993435828973443,-0.016470760315351475,0.004097651212281038,-0.00790043181140063,4.753237065310821E-4,-0.010395891397338621,-0.005562132146422762,-0.013618571988593849]
HG02661	[0.08435709237831374,-0.10602933320718842,-0.10460896133818821,-0.12296479388476894,0.02409789216061379,-0.01570233824628089,0.0052609542780304745,0.0078091221988417165,-0.017476423067375044,-7.501277723126897E-5,0.006348501560026678,-0.001714181397532281,0.0020009879016330127,-0.010523354245765905,-0.004692713056704512,-0.003444224592367255,0.007506473920034906,-0.008859296299826187,-4.6622230072998E-4,-0.016845102739983436]
HG02666	[-0.39834607822462287,0.08971785741321392,0.0072514017916589695,0.0021537914188775303,0.006234530310359066,-0.006971025979045224,-0.013909726899612904,0.04971077051305146,-2.3878591502921533E-4,0.13129371967465026,-1.9006397714399053E-4,-0.007931943252147328,-0.0060439449411587905,0.018190690329089522,0.026356411310681928,0.006335213162821474,-0.0038939923841165413,0.017573692366401404,-0.007370799707756561,-0.011685632268783363]
HG02667	[-0.3937664891726497,0.08115701531129768,0.0075938440810312926,0.005490631550617256,0.005666296583769923,0.0012273635650022169,-0.009466697209084454,0.044337640504937915,0.005233959276991376,0.11972196478500302,0.001546442753227766,-0.004228740817240979,0.0044643199487579815,0.028025715259471534,0.03179990167024187,0.001772837542746978,-0.0033996357510473864,0.00802372843690083,-0.008878121703791196,0.0012986031209742124]
HG02675	[-0.3962325493525932,0.08466896063804565,0.006863306182920287,-0.0023170742539798356,0.0011073986966653618,-1.4966680242755887E-4,-0.007480799676429751,0.04051491625571678,0.007024177108577673,0.12049131086952977,7.943169553952195E-4,-0.011758621352002558,-0.003314331753697421,0.01650345718829218,0.013775808086781766,0.0053780078227134405,0.007525028419351775,0.003553551434363493,-0.010813877498067002,-0.004306940031547114]
HG02676	[-0.3947940381482741,0.08154517462945174,0.006921602496276638,0.0077347117147459335,-0.003215747591348626,0.0017218292565330192,-0.012411461888837884,0.042378224071421555,0.007058944905325852,0.10407941233190972,-0.0025075738278447896,-0.003489544391299123,0.0038414785035192937,0.0185431014558776,0.013531470996338254,-0.005663163173918062,8.588774561485504E-5,0.005717799444916013,-0.003371278530042277,0.0038725158742512734]
HG02678	[-0.3920764457607912,0.08116716301116046,0.0016997687485188926,0.009930343891996037,-1.6557454044999667E-4,2.510440034512929E-5,-0.012608368112912629,0.05251102960264831,0.00950733338088159,0.10673954811687567,-0.004104488558520898,0.0025372428509683196,0.002017246336697814,0.02614905043585298,0.029786271910897746,-0.008687256539256678,-0.004569050734705788,0.012684491506231445,0.0014954346950375047,-0.010503173666993892]
HG02679	[-0.402770617687204,0.09370762824331762,0.004545948103212794,0.002868503068539745,0.008354271972349316,-0.009542523722838536,-0.013158757782835383,0.0304547122405853,0.013656282031162238,0.1189071703445876,-0.005289505506618214,-0.0170700665543136,8.393028274875252E-4,0.01724606185661856,0.020003670011447584,0.002537525975552367,-5.132551078636905E-4,0.01829587537057309,-0.012655684204692071,0.0012294134149254262]
HG02683	[0.07684551247226641,-0.11908076432020909,-0.09853668017762311,-0.09874706055813999,0.025146705097329407,-0.010257184743504769,-0.005262416457868656,-0.00368811665315533,-0.03821442955669202,-0.010397384673900494,-0.003746488886601881,-0.008102395793482774,0.010082919486981931,-0.014175125343904919,-0.0036912226724507887,-0.004627115210449698,-0.009695744128458104,-0.005664199988834128,-0.01431630463663252,-0.017539016804126395]
HG02684	[0.08248342782171579,-0.07834485976912485,-0.133034367601,-0.14603935368546644,0.022936931542517597,-0.018695929977890588,0.01464204602994626,8.393410802980319E-4,0.01734274503523073,-0.004345398666733792,-0.004358870889057143,0.0027449684092693627,0.011642255116408984,9.98315833116363E-4,-0.004443303807213072,0.030915247009766316,0.012120756058041976,-0.004972862928140357,-0.00785541976936247,-0.04507434262036533]
HG02685	[0.09060989070513079,-0.07348902948197063,-0.13288228147544184,-0.1586122575578844,0.028702101968782822,-0.0141246167623568,0.007556421052342045,-0.0015823202538811855,0.030056807249359305,-1.2479283133349427E-4,-0.00817842449000366,0.00477687037745474,0.0044897352549489,0.004007212253601962,-0.014298869964054087,-0.004016070531837627,0.010714628845887919,0.006325571892972681,-0.01610352617711046,-0.06644838005015516]
HG02687	[0.0900967657717364,-0.0666684434533927,-0.1531415702009889,-0.1741107468158624,0.023888454710729604,-0.009699161615216159,0.004606959009964599,0.006905236864798785,0.052264447950046714,-0.002034925562537143,-0.012256885162608549,-0.009672035297115246,-0.02494852429274851,0.00885650697137567,-0.0088715529678822,-0.010857668322102425,0.0032646194429585564,0.004363945188276388,-0.01117581605747922,-0.08868090918381909]
HG02688	[0.09575179440647734,-0.06727398233857677,-0.13725048325008232,-0.15487196325044017,0.02461958833947875,-0.01729784388368437,0.010142567046700367,0.008045471851999277,0.029396743001447206,-0.0021572799326650804,-0.006779009118635803,0.010159240102175898,-0.008722293560146564,0.0037339892920527588,-0.014799920056908887,0.005512376301688634,0.0128488453499499,0.00854671149810213,5.117498246362003E-4,-0.06786145979086843]
HG02690	[0.07629164123694897,-0.12929330655488627,-0.09720712018769402,-0.1018573711297094,0.029728124567508826,0.004439988052503741,-0.0032305749049973327,0.0040265231637648564,-0.046937885905967036,0.001909064878122457,0.006852687972515592,-0.02570119717606172,0.011795149949972123,-0.029327465460593255,0.019049646559765928,-0.0018092722978966466,-0.02570786316578889,-0.012120211498169492,-0.009501881785763475,-0.016036605997670386]
